Time (Sec);S55;S52;S71;S70;S69;S67;S68;S72;S74;S73;S75;S76;S77;S78;S79;S80;S81;S82;S83;S84;S85;S86;S87;S88;S89;S90;S91;S92;S93;S94;S95;S96;S97;S98;S99;S100;S101;S102;S103;S104;S105;S106;S107;S108;S109;S110;S111;S112;S113;S114;
1.5303441397068398;19160.0;19160.0;19160.0;19160.0;19159.969689600002;19160.0;19159.977523200003;19160.0;19159.977523200003;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;
1.8303441397068398;19160.0;19160.0;19160.0;19160.0;19159.969689600002;19160.0;19159.977523200003;19160.0;19159.977523200003;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;
2.4925885359075117;19160.0;19160.0;19159.9926784;19160.0;19159.962368000004;19160.0;19159.977523200003;19160.0;19159.977523200003;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;
2.5045865578225732;19160.0;19160.0;19159.9926784;19159.9926784;19159.955046400006;19160.0;19159.977523200003;19160.0;19159.977523200003;19160.0;19159.9926784;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;
2.698467361106953;19160.0;19160.0;19159.9926784;19159.9926784;19159.955046400006;19160.0;19159.970201600005;19160.0;19159.970201600005;19160.0;19159.9926784;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;
2.721468247497055;19160.0;19160.0;19159.9926784;19159.9926784;19159.955046400006;19160.0;19159.970201600005;19160.0;19159.970201600005;19160.0;19159.9926784;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;
2.721468247497055;19160.0;19160.0;19159.9926784;19159.9926784;19159.955046400006;19160.0;19159.955046400006;19160.0;19159.970201600005;19160.0;19159.9926784;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;
2.735467873157197;19160.0;19160.0;19159.9926784;19159.9926784;19159.955046400006;19160.0;19159.955046400006;19160.0;19159.970201600005;19160.0;19159.9926784;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;
2.735467873157197;19160.0;19160.0;19159.9926784;19159.9926784;19159.955046400006;19160.0;19159.955046400006;19160.0;19159.955046400006;19160.0;19159.9926784;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;
3.8895914688971693;19160.0;19160.0;19159.9926784;19159.985356800004;19159.947724800008;19160.0;19159.955046400006;19160.0;19159.955046400006;19160.0;19159.985356800004;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;
3.903591094557311;19160.0;19160.0;19159.985356800004;19159.985356800004;19159.94040320001;19160.0;19159.955046400006;19160.0;19159.955046400006;19160.0;19159.985356800004;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;
30.003333333333334;19160.0;19160.0;19159.985356800004;19159.985356800004;19159.94040320001;19160.0;19159.955046400006;19160.0;19159.955046400006;19160.0;19159.985356800004;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;
30.056333254261254;19160.0;19160.0;19159.985356800004;19159.985356800004;19159.94040320001;19160.0;19159.955046400006;19160.0;19159.955046400006;19160.0;19159.985356800004;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;
30.056333254261254;19160.0;19160.0;19159.985356800004;19159.985356800004;19159.94040320001;19160.0;19159.955046400006;19160.0;19159.955046400006;19160.0;19159.985356800004;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.9848448;19160.0;19160.0;19160.0;19160.0;19160.0;
30.106334584721285;19160.0;19160.0;19159.985356800004;19159.985356800004;19159.94040320001;19160.0;19159.955046400006;19160.0;19159.955046400006;19160.0;19159.985356800004;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.9848448;19160.0;19160.0;19160.0;19160.0;19160.0;
30.106334584721285;19160.0;19160.0;19159.985356800004;19159.985356800004;19159.94040320001;19160.0;19159.955046400006;19160.0;19159.955046400006;19160.0;19159.985356800004;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.9848448;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.9848448;19160.0;19160.0;19160.0;19160.0;19160.0;
30.109330322611033;19160.0;19160.0;19159.985356800004;19159.985356800004;19159.94040320001;19160.0;19159.955046400006;19160.0;19159.955046400006;19160.0;19159.985356800004;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.9848448;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.9848448;19160.0;19160.0;19160.0;19160.0;19160.0;
30.109330322611033;19160.0;19160.0;19159.985356800004;19159.985356800004;19159.94040320001;19160.0;19159.955046400006;19160.0;19159.955046400006;19160.0;19159.985356800004;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.9848448;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.9848448;19160.0;19159.9848448;19160.0;19160.0;19160.0;19160.0;19160.0;
30.35633325426125;19160.0;19160.0;19159.985356800004;19159.985356800004;19159.94040320001;19160.0;19159.955046400006;19160.0;19159.955046400006;19160.0;19159.985356800004;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.9848448;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.9848448;19160.0;19159.9848448;19160.0;19160.0;19160.0;19160.0;19160.0;
30.406334584721282;19160.0;19160.0;19159.985356800004;19159.985356800004;19159.94040320001;19160.0;19159.955046400006;19160.0;19159.955046400006;19160.0;19159.985356800004;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.9848448;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.9848448;19160.0;19159.9848448;19160.0;19160.0;19160.0;19160.0;19160.0;
30.40933032261103;19160.0;19160.0;19159.985356800004;19159.985356800004;19159.94040320001;19160.0;19159.955046400006;19160.0;19159.955046400006;19160.0;19159.985356800004;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.9848448;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.9848448;19160.0;19159.9848448;19160.0;19160.0;19160.0;19160.0;19160.0;
31.224456475661363;19160.0;19160.0;19159.985356800004;19159.985356800004;19159.94040320001;19160.0;19159.955046400006;19160.0;19159.955046400006;19160.0;19159.985356800004;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.9848448;19159.9926784;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.9926784;19159.9848448;19160.0;19159.9848448;19160.0;19159.9926784;19160.0;19160.0;19160.0;
31.250455940458643;19160.0;19160.0;19159.985356800004;19159.985356800004;19159.94040320001;19160.0;19159.955046400006;19160.0;19159.955046400006;19160.0;19159.985356800004;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.9848448;19159.9926784;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.9926784;19159.9848448;19160.0;19159.9848448;19160.0;19159.9926784;19160.0;19160.0;19160.0;
31.250455940458643;19160.0;19160.0;19159.985356800004;19159.985356800004;19159.94040320001;19160.0;19159.955046400006;19160.0;19159.955046400006;19160.0;19159.985356800004;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.9848448;19159.9926784;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.977523200003;19159.9848448;19160.0;19159.9848448;19160.0;19159.9926784;19160.0;19160.0;19160.0;
31.268455784361066;19160.0;19160.0;19159.985356800004;19159.985356800004;19159.94040320001;19160.0;19159.955046400006;19160.0;19159.955046400006;19160.0;19159.985356800004;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.9848448;19159.9926784;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.977523200003;19159.9848448;19160.0;19159.9848448;19160.0;19159.9926784;19160.0;19160.0;19160.0;
31.268455784361066;19160.0;19160.0;19159.985356800004;19159.985356800004;19159.94040320001;19160.0;19159.955046400006;19160.0;19159.955046400006;19160.0;19159.985356800004;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.9848448;19159.9926784;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.977523200003;19159.9848448;19160.0;19159.9848448;19160.0;19159.977523200003;19160.0;19160.0;19160.0;
31.274457806121397;19160.0;19160.0;19159.985356800004;19159.985356800004;19159.94040320001;19160.0;19159.955046400006;19160.0;19159.955046400006;19160.0;19159.985356800004;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.9926784;19160.0;19160.0;19160.0;19160.0;19159.9926784;19159.9848448;19159.985356800004;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.977523200003;19159.9848448;19160.0;19159.9848448;19160.0;19159.977523200003;19160.0;19160.0;19160.0;
31.274459082592987;19160.0;19160.0;19159.985356800004;19159.985356800004;19159.94040320001;19160.0;19159.955046400006;19160.0;19159.955046400006;19160.0;19159.985356800004;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.9926784;19160.0;19160.0;19160.0;19160.0;19159.9926784;19159.9848448;19159.985356800004;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.977523200003;19159.9848448;19160.0;19159.9848448;19160.0;19159.977523200003;19160.0;19160.0;19160.0;
31.274459082592987;19160.0;19160.0;19159.985356800004;19159.985356800004;19159.94040320001;19160.0;19159.955046400006;19160.0;19159.955046400006;19160.0;19159.985356800004;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.9926784;19160.0;19160.0;19160.0;19160.0;19159.9926784;19159.9848448;19159.970201600005;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.977523200003;19159.9848448;19160.0;19159.9848448;19160.0;19159.977523200003;19160.0;19160.0;19160.0;
31.277453544011145;19160.0;19160.0;19159.985356800004;19159.985356800004;19159.94040320001;19160.0;19159.955046400006;19160.0;19159.955046400006;19160.0;19159.985356800004;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.9926784;19160.0;19160.0;19160.0;19160.0;19159.9926784;19159.9848448;19159.970201600005;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.9926784;19159.977523200003;19159.9848448;19159.9926784;19159.9848448;19160.0;19159.977523200003;19160.0;19160.0;19160.0;
31.298453492861988;19160.0;19160.0;19159.985356800004;19159.985356800004;19159.94040320001;19160.0;19159.955046400006;19160.0;19159.955046400006;19160.0;19159.985356800004;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.9926784;19160.0;19160.0;19160.0;19160.0;19159.9926784;19159.9848448;19159.970201600005;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.9926784;19159.977523200003;19159.9848448;19159.9926784;19159.9848448;19160.0;19159.977523200003;19160.0;19160.0;19160.0;
31.298453492861988;19160.0;19160.0;19159.985356800004;19159.985356800004;19159.94040320001;19160.0;19159.955046400006;19160.0;19159.955046400006;19160.0;19159.985356800004;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.9926784;19160.0;19160.0;19160.0;19160.0;19159.9926784;19159.9848448;19159.970201600005;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.977523200003;19159.977523200003;19159.9848448;19159.9926784;19159.9848448;19160.0;19159.977523200003;19160.0;19160.0;19160.0;
31.3054539770346;19160.0;19160.0;19159.985356800004;19159.985356800004;19159.94040320001;19160.0;19159.955046400006;19160.0;19159.955046400006;19160.0;19159.985356800004;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.9926784;19160.0;19160.0;19160.0;19160.0;19159.9926784;19159.9848448;19159.970201600005;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.977523200003;19159.977523200003;19159.9848448;19159.9926784;19159.9848448;19160.0;19159.977523200003;19160.0;19160.0;19160.0;
31.3054539770346;19160.0;19160.0;19159.985356800004;19159.985356800004;19159.94040320001;19160.0;19159.955046400006;19160.0;19159.955046400006;19160.0;19159.985356800004;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.9926784;19160.0;19160.0;19160.0;19160.0;19159.9926784;19159.9848448;19159.970201600005;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.977523200003;19159.977523200003;19159.9848448;19159.977523200003;19159.9848448;19160.0;19159.977523200003;19160.0;19160.0;19160.0;
31.306457309032474;19160.0;19160.0;19159.985356800004;19159.985356800004;19159.94040320001;19160.0;19159.955046400006;19160.0;19159.955046400006;19160.0;19159.985356800004;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.9926784;19160.0;19160.0;19160.0;19160.0;19159.9926784;19159.9848448;19159.970201600005;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.977523200003;19159.977523200003;19159.9848448;19159.977523200003;19159.9848448;19160.0;19159.977523200003;19160.0;19160.0;19160.0;
31.306457309032474;19160.0;19160.0;19159.985356800004;19159.985356800004;19159.94040320001;19160.0;19159.955046400006;19160.0;19159.955046400006;19160.0;19159.985356800004;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.977523200003;19160.0;19160.0;19160.0;19160.0;19159.9926784;19159.9848448;19159.970201600005;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.977523200003;19159.977523200003;19159.9848448;19159.977523200003;19159.9848448;19160.0;19159.977523200003;19160.0;19160.0;19160.0;
31.314458327405024;19160.0;19160.0;19159.985356800004;19159.985356800004;19159.94040320001;19160.0;19159.955046400006;19160.0;19159.955046400006;19160.0;19159.985356800004;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.977523200003;19160.0;19160.0;19160.0;19160.0;19159.9926784;19159.9848448;19159.970201600005;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.977523200003;19159.977523200003;19159.9848448;19159.977523200003;19159.9848448;19160.0;19159.977523200003;19160.0;19160.0;19160.0;
31.314458327405024;19160.0;19160.0;19159.985356800004;19159.985356800004;19159.94040320001;19160.0;19159.955046400006;19160.0;19159.955046400006;19160.0;19159.985356800004;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.977523200003;19160.0;19160.0;19160.0;19160.0;19159.977523200003;19159.9848448;19159.970201600005;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.977523200003;19159.977523200003;19159.9848448;19159.977523200003;19159.9848448;19160.0;19159.977523200003;19160.0;19160.0;19160.0;
